*****RestoreLuaState
**Restoring ref list
Reading key:TASK_FormationFleeState, resolveRef:0
**Restoring ref 876
+Added m_refs[876]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:RuleComparison, resolveRef:0
Read last table entry (nil key)
**Restoring ref 877
+Added m_refs[877]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:PresetColour, resolveRef:0
Read last table entry (nil key)
**Restoring ref 878
+Added m_refs[878]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[17], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 879
+Added m_refs[879]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[11], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITacticType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 880
+Added m_refs[880]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[18], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AIBuildStyle, resolveRef:0
Read last table entry (nil key)
**Restoring ref 881
+Added m_refs[881]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[27], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ScarType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 882
+Added m_refs[882]
Read last table entry (nil key)
**Restoring ref 883
+Added m_refs[883]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[21], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITaskType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 884
+Added m_refs[884]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[32768], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:VisibilityFlag, resolveRef:0
Read last table entry (nil key)
**Restoring ref 885
+Added m_refs[885]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[96], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 886
+Added m_refs[886]
Reading key:MarkerID, resolveRef:0
Reading value:[71], resolveRef:0
Read last table entry (nil key)
**Restoring ref 887
+Added m_refs[887]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[26], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ScarType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 888
+Added m_refs[888]
Reading key:MarkerID, resolveRef:0
Reading value:[43], resolveRef:0
Read last table entry (nil key)
**Restoring ref 889
+Added m_refs[889]
Reading key:EGroupID, resolveRef:0
Reading value:[1], resolveRef:0
Read last table entry (nil key)
**Restoring ref 890
+Added m_refs[890]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[92], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 891
+Added m_refs[891]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[98], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 892
+Added m_refs[892]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[38], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 893
+Added m_refs[893]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[10], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 894
+Added m_refs[894]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[6], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:UIEventType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 895
+Added m_refs[895]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[24], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITaskType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 896
+Added m_refs[896]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[93], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 897
+Added m_refs[897]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[3], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITaskType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 898
+Added m_refs[898]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:CheckHiddenType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 899
+Added m_refs[899]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[32], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 900
+Added m_refs[900]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITaskType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 901
+Added m_refs[901]
Reading key:MarkerID, resolveRef:0
Reading value:[110], resolveRef:0
Read last table entry (nil key)
**Restoring ref 902
+Added m_refs[902]
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 903
+Added m_refs[903]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[137], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:PlayerCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 904
+Added m_refs[904]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[7], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:InputEnabledFlag, resolveRef:0
Read last table entry (nil key)
**Restoring ref 905
+Added m_refs[905]
Reading key:promoteChild, resolveRef:0
Reading value:table, resolveRef:0
Reading key:new, resolveRef:0
Reading value:table, resolveRef:0
Reading key:hasCallbackID, resolveRef:0
Reading value:table, resolveRef:0
Reading key:endReasonResults, resolveRef:0
Reading value:table, resolveRef:0
Reading key:__index, resolveRef:0
Reading value:table, resolveRef:0
Reading key:children, resolveRef:0
Reading value:table, resolveRef:0
Reading key:originalID, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:markDone, resolveRef:0
Reading value:table, resolveRef:0
Reading key:callbackID, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:findChild, resolveRef:0
Reading value:table, resolveRef:0
Reading key:parent, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:removeChild, resolveRef:0
Reading value:table, resolveRef:0
Reading key:originalCBID, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:areAllDone, resolveRef:0
Reading value:table, resolveRef:0
Reading key:parentStatus, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:addChild, resolveRef:0
Reading value:table, resolveRef:0
Read last table entry (nil key)
**Restoring ref 906
+Added m_refs[906]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[10], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ModifierApplicationType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 907
+Added m_refs[907]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:LoopType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 908
+Added m_refs[908]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[3], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AICombatRangePolicy, resolveRef:0
Read last table entry (nil key)
**Restoring ref 909
+Added m_refs[909]
Reading key:MarkerID, resolveRef:0
Reading value:[82], resolveRef:0
Read last table entry (nil key)
**Restoring ref 910
+Added m_refs[910]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ScarType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 911
+Added m_refs[911]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[32], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITaskType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 912
+Added m_refs[912]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[68], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 913
+Added m_refs[913]
Reading key:EGroupID, resolveRef:0
Reading value:[22], resolveRef:0
Read last table entry (nil key)
**Restoring ref 914
+Added m_refs[914]
Reading key:PrintOnScreen.scar, resolveRef:0
Reading value:[1], resolveRef:0
Read last table entry (nil key)
**Restoring ref 915
+Added m_refs[915]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[256], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:CanProduceResult, resolveRef:0
Read last table entry (nil key)
**Restoring ref 916
+Added m_refs[916]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[4], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AIIslandDecision::Field, resolveRef:0
Read last table entry (nil key)
**Restoring ref 917
+Added m_refs[917]
Read last table entry (nil key)
**Restoring ref 918
+Added m_refs[918]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[19], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 919
+Added m_refs[919]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[141], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:PlayerCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 920
+Added m_refs[920]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:DialogButton, resolveRef:0
Read last table entry (nil key)
**Restoring ref 921
+Added m_refs[921]
Reading key:MarkerID, resolveRef:0
Reading value:[68], resolveRef:0
Read last table entry (nil key)
**Restoring ref 922
+Added m_refs[922]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[6], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITaskType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 923
+Added m_refs[923]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[88], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 924
+Added m_refs[924]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[4], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:CanProduceResult, resolveRef:0
Read last table entry (nil key)
**Restoring ref 925
+Added m_refs[925]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ObjectiveType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 926
+Added m_refs[926]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:DecoratorVisibility, resolveRef:0
Read last table entry (nil key)
**Restoring ref 927
+Added m_refs[927]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[76], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 928
+Added m_refs[928]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ModifierUsageType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 929
+Added m_refs[929]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[58], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 930
+Added m_refs[930]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[3], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SaveTriggerType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 931
+Added m_refs[931]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[13], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 932
+Added m_refs[932]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:PlayerState, resolveRef:0
Read last table entry (nil key)
**Restoring ref 933
+Added m_refs[933]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[85], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 934
+Added m_refs[934]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[21], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 935
+Added m_refs[935]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[4096], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:CanProduceResult, resolveRef:0
Read last table entry (nil key)
**Restoring ref 936
+Added m_refs[936]
Read last table entry (nil key)
**Restoring ref 937
+Added m_refs[937]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITacticType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 938
+Added m_refs[938]
Reading key:EGroupID, resolveRef:0
Reading value:[23], resolveRef:0
Read last table entry (nil key)
**Restoring ref 939
+Added m_refs[939]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[23], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:UIEventType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 940
+Added m_refs[940]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[8], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:KillPlayerReason, resolveRef:0
Read last table entry (nil key)
**Restoring ref 941
+Added m_refs[941]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ModifierUsageType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 942
+Added m_refs[942]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[20], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITaskType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 943
+Added m_refs[943]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[17], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITaskType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 944
+Added m_refs[944]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:DialogClass, resolveRef:0
Read last table entry (nil key)
**Restoring ref 945
+Added m_refs[945]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[150], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:PlayerCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 946
+Added m_refs[946]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[95], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 947
+Added m_refs[947]
Reading key:name, resolveRef:0
Reading value:THREATENING, resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:clearBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Read last table entry (nil key)
**Restoring ref 948
+Added m_refs[948]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:PlayerState, resolveRef:0
Read last table entry (nil key)
**Restoring ref 949
+Added m_refs[949]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[5], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:DecoratorVisibility, resolveRef:0
Read last table entry (nil key)
**Restoring ref 950
+Added m_refs[950]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EventCueActionVisibility, resolveRef:0
Read last table entry (nil key)
**Restoring ref 951
+Added m_refs[951]
Reading key:[1], resolveRef:0
Reading value:table, resolveRef:0
Read last table entry (nil key)
**Restoring ref 952
+Added m_refs[952]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ScarType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 953
+Added m_refs[953]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[17], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:UIEventType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 954
+Added m_refs[954]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[18], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 955
+Added m_refs[955]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[16], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:UIEventType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 956
+Added m_refs[956]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:TypeExtInfo::TargetingType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 957
+Added m_refs[957]
Reading key:SGroupID, resolveRef:0
Reading value:[9], resolveRef:0
Read last table entry (nil key)
**Restoring ref 958
+Added m_refs[958]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:RuleFilterContext, resolveRef:0
Read last table entry (nil key)
**Restoring ref 959
+Added m_refs[959]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[3], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITacticType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 960
+Added m_refs[960]
Read last table entry (nil key)
**Restoring ref 961
+Added m_refs[961]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:Player::AddResourceReason, resolveRef:0
Read last table entry (nil key)
**Restoring ref 962
+Added m_refs[962]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:VisibilityFlag, resolveRef:0
Read last table entry (nil key)
**Restoring ref 963
+Added m_refs[963]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:RuleSelection, resolveRef:0
Read last table entry (nil key)
**Restoring ref 964
+Added m_refs[964]
Reading key:name, resolveRef:0
Reading value:attackMoveStyle_attackEverything, resolveRef:0
Reading key:atTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:enRoute, resolveRef:0
Reading value:table, resolveRef:0
Read last table entry (nil key)
**Restoring ref 965
+Added m_refs[965]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AIIslandDecision::Field, resolveRef:0
Read last table entry (nil key)
**Restoring ref 966
+Added m_refs[966]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AICombatRangePolicy, resolveRef:0
Read last table entry (nil key)
**Restoring ref 967
+Added m_refs[967]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[64], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 968
+Added m_refs[968]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:WeaponPreference, resolveRef:0
Read last table entry (nil key)
**Restoring ref 969
+Added m_refs[969]
Reading key:SGroupID, resolveRef:0
Reading value:[36], resolveRef:0
Read last table entry (nil key)
**Restoring ref 970
+Added m_refs[970]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[37], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 971
+Added m_refs[971]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:CapType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 972
+Added m_refs[972]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[83], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 973
+Added m_refs[973]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SaveTriggerType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 974
+Added m_refs[974]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[24], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ScarType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 975
+Added m_refs[975]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[17], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AIBuildStyle, resolveRef:0
Read last table entry (nil key)
**Restoring ref 976
+Added m_refs[976]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[31], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 977
+Added m_refs[977]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[4], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:DecoratorVisibility, resolveRef:0
Read last table entry (nil key)
**Restoring ref 978
+Added m_refs[978]
Reading key:MarkerID, resolveRef:0
